test_number,position,source_position,question_id,question,answer_1,answer_2,answer_3,correct_option,correct_answer,answer_key_status,answer_key_note,image_local,image_url
56,21,21,7750,En quin ordre han de passar els vehicles situats en l'encreuament senyalitzat?,"Groc, vermell i blau.","Groc, blau i vermell.","El vermell ha d'esperar, en tot cas, que la calçada es trobi lliure.",1,"Groc, vermell i blau.",present,,images/054697c691d6_192-7750.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7750.jpg
56,22,22,7778,Que significa aquest senyal?,Parada de autobusos.,Estacionament per a autobús.,Carril reservat per a autobusos.,3,Carril reservat per a autobusos.,present,,images/b8fa03ee9a94_192-7778.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7778.jpg
56,23,23,7777,Que significa aquest senyal?,Perill per obstrucció a la calçada per vehicle motoritzat.,Perill per graó lateral.,Perill per visibilitat reduïda.,1,Perill per obstrucció a la calçada per vehicle motoritzat.,present,,images/2ed832d63aae_192-7777.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7777.jpg
56,24,24,7753,Quina zona de calçada ha d'il.luminar eficaçment l'enllumenat de carretera?,"Cent metres de longitud, com a mínim.",Cent cinquanta metres com a mínim.,Varia segons la categoria del vehicle.,1,"Cent metres de longitud, com a mínim.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,25,25,7783,Que significa aquest senyal?,Autopista.,Via ràpida.,Autovia.,1,Autopista.,present,,images/b83b57dcfc03_192-7783.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7783.jpg
56,26,26,7784,Que significa aquest senyal?,Direcció prohibida.,Circulació prohibida.,Parada obligatòria.,3,Parada obligatòria.,present,,images/f9bd3015ea9f_192-7784.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7784.jpg
56,27,27,7758,Que indica la placa que porta el camió?,"Preferència de pas, vehicle pesant.",Que el vehicle que la porta està autoritzat per arrossegar un remolc.,Un vehicle que fa més de 2 metres d'amplada o 6 de llargada.,2,Que el vehicle que la porta està autoritzat per arrossegar un remolc.,present,,images/62cb2470bd17_192-7758.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7758.jpg
56,28,28,7780,Que significa aquest senyal per al conductor del turisme que pretén avançar un camió?,Que només pot avançar el camió per la dreta.,Que no pot avançar al camió perquè el senyal ho prohibeix.,"Que pot avançar el camió que el precedeix, perquè el senyal solament prohibeix que els camions avancin els altres vehicles.",3,"Que pot avançar el camió que el precedeix, perquè el senyal solament prohibeix que els camions avancin els altres vehicles.",present,,images/8269f59ad835_192-7780.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7780.jpg
56,29,29,7764,"Els turismes grocs i vermells del dibuix estan immobilitzats sense possibilitat d'avançar. Que ha de fer el turisme blau, que preten seguir de front?","Passar, perquè ho ordena el semàfor.",Avisar repetidament amb el clàxon perquè deixin pas.,"Esperar a avançar , perquè si no ho fa dificultarà la circulació transversal.",3,"Esperar a avançar , perquè si no ho fa dificultarà la circulació transversal.",present,,images/c4a59afa17f0_192-7764.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7764.jpg
56,30,30,7787,Que significat aquest senyal?,Circulació prohibida.,Perill en general.,Cediu el pas.,3,Cediu el pas.,present,,images/6525b5bfa224_192-7787.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7787.jpg
56,31,31,7772,"El permís de categoria J, el poden obtenir…",Les persones amb minusvalies menors.,Les persones entre 16 i 18 anys.,Tots els que vulguin conduir vehicles elèctrics de més de 600 Kg.,2,Les persones entre 16 i 18 anys.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,32,32,7781,Que indica aquest senyal?,Vehicle que transporta matèries inflamables.,Vehicle que supera el 3500 Kg. de tara.,Precaució per vehicle amb remolc.,3,Precaució per vehicle amb remolc.,present,,images/34de3f7b8386_192-7781.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7781.jpg
56,33,33,7761,En quin ordre passen aquests vehicles?,"Groc, vermell i blau.","Blau, groc i vermell.","Vermell, blau i groc.",3,"Vermell, blau i groc.",present,,images/50de5c005778_192-7761.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7761.jpg
56,34,34,7757,"Estem obligats a variar el tipus d'enllumenat en creuar-nos de nit amb altres vehicles, si tenim connectat l'enllumenat de carretera?","Si, hem de canviar aquell tipus d'enllumenat pel d'encreuament.",El codi solament imposa l'obligació de posar l'enllumenat d'encreuament si l'altre usuari ho fa.,Solament si veiem llums de gàlib en l'altre vehicle.,1,"Si, hem de canviar aquell tipus d'enllumenat pel d'encreuament.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,35,35,7775,Que ens indica aquest agent?,Stop als vehicles que s'aproximen per la seva dreta.,Alto al vehicle immediat a l'agent pel seu darrere.,"Stop, parar a la seva dreta.",2,Alto al vehicle immediat a l'agent pel seu darrere.,present,,images/bab0a5e15daf_192-7775.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7775.jpg
56,36,36,7765,"Quan circulem prop d'un vehicle de dues rodes, hem de preveure un tipus de reaccions que, encara que resultin estranyes, són freqüents com…",Moviments transversals o alguna desviació més o menys brusca.,"Canviar de carril sovint, sempre de dreta a esquerra.",Que perdin l'equilibri i caiguin.,3,Que perdin l'equilibri i caiguin.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,37,37,7773,L'ús del cinturó de seguretat és obligatori…,Només en les zones interurbanes.,"Llevat de certes excepcions, en zones urbanes i interurbanes.",En els vehicles de menys de 2500 Kg.,2,"Llevat de certes excepcions, en zones urbanes i interurbanes.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,38,38,7786,Que significa aquest senyal?,Prohibit girar a l'esquerra.,Volta prohibida.,Corba tancada vers l'esquerra.,2,Volta prohibida.,present,,images/a89f34a93bbe_192-7786.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/192-7786.jpg
56,39,39,7762,Com hem d'efectuar la maniobra de canvi de direcció a l'esquerra?,"Situant-nos al centre de la calçada, deixant no obstant, lliure el carril destinat als vehicles, que circulen en sentit contrari, encenent l'intermitent esquerre.",Donant preferència als vehicles que s'atansin per la dreta en el mateix sentit.,Encenent l'intermitent esquerre cedint el pas a la dreta.,1,"Situant-nos al centre de la calçada, deixant no obstant, lliure el carril destinat als vehicles, que circulen en sentit contrari, encenent l'intermitent esquerre.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
56,40,40,7755,Amb que ha de completar-se la senyalització de posició en la part de darrere dels vehicles automòbils?,"Amb dos dispositius triangulars, visibles a 100 metres, amb temps clar. Han d'esser reflectors.",No es obligatori.,"Amb dispositius reflectants vermells no triangulars, visibles de nit a 100 metres, Un en les motocicletes i dos la resta de vehicles.",3,"Amb dispositius reflectants vermells no triangulars, visibles de nit a 100 metres, Un en les motocicletes i dos la resta de vehicles.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,1,1,7791,Com se senyalitzarà un automòbil estacionat en una via insuficientment il.luminada i fora d'una zona d'aparcament?,Amb l'enllumenat ordinari i els dispositius reflectors.,Amb quatre llums de color groc-auto.,Amb els dispositius reflectors triangulars.,1,Amb l'enllumenat ordinari i els dispositius reflectors.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,2,2,7818,Que significa aquest senyal?,Hores del dia en que està autoritzat l'estacionament.,Dies del mes en que és prohibit l'estacionament.,Hores del dia en que és prohibit l'estacionament.,3,Hores del dia en que és prohibit l'estacionament.,present,,images/1e5bcba2547e_193-7818.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7818.jpg
57,3,3,7814,Que es el fàding?,"La perdua d'eficàcia del frens, quan l'ús es massa perllongat.",El nom tècnic que te l'enllumenat d'emergència.,El desinflament sobtat d'un pneumàtic.,1,"La perdua d'eficàcia del frens, quan l'ús es massa perllongat.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,4,4,7817,Que indica aquest senyal?,Zona d'estacionament.,Carrer particular.,Carretera tallada.,3,Carretera tallada.,present,,images/2b92c07c9671_193-7817.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7817.jpg
57,5,5,7806,Està obligat qualsevol usuari de la via a sotmetre's als controls d'alcoholèmia efectuat per la Policia?,No.,Si.,"No, solament estan obligats els conductors.",3,"No, solament estan obligats els conductors.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,6,6,7809,Te relació la pressió dels pneumàtics amb el consum de gasolina?,"Si,",No.,Depèn de la marca del pneumàtic.,1,"Si,",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,7,7,7815,Que indica aquest senyal?,Prohibit girar a l'esquerra.,Corba aillada perillosa a l'esquerra.,Obligatori girar a l'esquerra.,2,Corba aillada perillosa a l'esquerra.,present,,images/1e2c6d897e5b_193-7815.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7815.jpg
57,8,8,7828,"En els passos de vianants, el conductor te l'obligació de:","Parar-se davant la línia transversal, encara que no passin vianants.",No ultrapassar la línia transversal quan passin vianants.,Te l'obligació de cedir el pas a altres vehicles.,2,No ultrapassar la línia transversal quan passin vianants.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,9,9,7797,Que ha de fer el conductor d'un vehicle en arribar a un pas de vianants?,Reduir la velocitat i parar si un o més vianants estan en disposició de creuar la calçada.,Passar tocant la vorera.,Fer ús insistent dels senyals acústics per avisar els vianants.,1,Reduir la velocitat i parar si un o més vianants estan en disposició de creuar la calçada.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,10,10,7811,Quan la visibilitat és insuficient en un revolt…,Hem de tocar la botzina.,Hem de fer rafegues amb els llums.,Hem d'acostar-nos el màxim a la dreta.,3,Hem d'acostar-nos el màxim a la dreta.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,11,11,7823,Que significa aquest senyal?,Pas perillós.,Situació de pas a nivell sense barreres (doble via).,Aproximació a pas a nivell o pont mòbil.,2,Situació de pas a nivell sense barreres (doble via).,present,,images/0f0600517377_193-7823.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7823.jpg
57,12,12,7827,"A partir del punt en el qual hi ha aquest senyal i fins la pròxima intersecció, es prohibeix:",Estacionar en l'encreuament.,La parada.,L'estacionament i s'autoritza la parada fins ala propera intersecció.,2,La parada.,present,,images/f0409c2f8ce2_193-7827.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7827.jpg
57,13,13,7802,"Si un vehicle al qual volem avançar no ens deixa espai suficient per fer-ho folgadament, que hem de fer?",Utilitzar la voravia.,Desistir de fer la maniobra.,"Fer igualment l'avançament , advertint-lo amb els senyals acústics.",2,Desistir de fer la maniobra.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,14,14,7820,Que mana aquest semàfor?,Alto.,Via lliure endavant i a la dreta.,"Alto a l'esquerra, permès seguir endavant i a la dreta cedint el pas.",3,"Alto a l'esquerra, permès seguir endavant i a la dreta cedint el pas.",present,,images/7a343c7d2260_193-7820.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7820.jpg
57,15,15,7799,El turisme vermell surt de l'estacionament. A qui ha de donar preferència?,Solament als vehicles de tracció mecànica.,A tots els vehicles que s'aproximen.,Als vehicles de tracció mecànica que s'aproximen per la seva dreta.,2,A tots els vehicles que s'aproximen.,present,,images/9336de7a3d3f_193-7799.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7799.jpg
57,16,16,7829,Que indica aquest senyal?,La situació d'una estació d'inspecció tècnica de vehicles.,Que estem a l'alçada de l'institut de televisió.,La situació d'una emissora de TV local.,1,La situació d'una estació d'inspecció tècnica de vehicles.,present,,images/4d357e932dcd_193-7829.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7829.jpg
57,17,17,7792,Es correcte que un vehicle turisme porti algun llum de color blanc en la part de darrera?,"No, solament pot portar-la en la part davantera.","No, solament pot ser groc-selectiu.","Si, per anunciar la maniobra de marxa enrrere.",3,"Si, per anunciar la maniobra de marxa enrrere.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,18,18,7812,"En carreteres estretes, per evitar col.lidir amb el vehicle al qual avancem, és convenient…","Advertir-lo de la nostra intenció, amb un lleuger toc de botzina o fent ús de les llums.",Avançar pel voral esquerre.,Deixar una separació de 12 metres.,1,"Advertir-lo de la nostra intenció, amb un lleuger toc de botzina o fent ús de les llums.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,19,19,7822,Que significa aquest senyal?,Pas obligatori.,Direcció obligatòria.,Senyal de posició d'una desviació o d'un estrenyiment.,3,Senyal de posició d'una desviació o d'un estrenyiment.,present,,images/8fb3db982dc8_193-7822.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7822.jpg
57,20,20,7813,Si circulant a velocitats determinades notem que el volant del vehicle vibra es degut al fet que…,Les rodes del vehicle estan desequilibrades.,Els amortidors estan gastats.,El motor falla a determinades revolucions.,1,Les rodes del vehicle estan desequilibrades.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,21,21,7810,Pot influir l'estat de la calçada en l'adherència del vehicle?,Si.,No.,Només quan està mullada.,1,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,22,22,7800,"En aquesta via de doble sentit de circulació, en la qual el tramvia circula pel centre, és correcte l'avançament, que fa el turisme vermell al tramvia?","No és correcte, ha de fer-ho per la dreta del tramvia.",Solament es correcte quan el tramvia està parat.,Si és correcte.,3,Si és correcte.,present,,images/ddb7a0cf5e21_193-7800.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7800.jpg
57,23,23,7816,Que significa aquest senyal?,Autoritzada la circulació paral.lela per automòbils.,Pas prohibit per a automòbils.,Avançament prohibit.,3,Avançament prohibit.,present,,images/11be686c6a4a_193-7816.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7816.jpg
57,24,24,7790,Circula correctament per l'autopista el camió del dibuix?,"No, perquè circula pel carril de l'esquerra.",No perquè li esta prohibit circular per autopistes.,"Si, perquè són línies discontínues.",1,"No, perquè circula pel carril de l'esquerra.",present,,images/847a71fbb368_193-7790.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7790.jpg
57,25,25,7826,Aquest senyal indica…,"Prohibit estacionar els vehicles que transportin una càrrega de més de 5,5 tones.","Limitació de pes total a 5,5 tones.","Via per als vehicles que pesin més de 5,5 tones.",2,"Limitació de pes total a 5,5 tones.",present,,images/5f8011003e13_193-7826.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7826.jpg
57,26,26,7805,Podem parlar per telèfon mòbil mentre conduim un vehicle?,Només si portem instal.lat un dispositiu de mans lliures que ens permeti conduir sense limitació de moviments i amb normalitat.,Està totalment prohibit.,Està prohibit en les vies interurbanes però no en les urbanes.,1,Només si portem instal.lat un dispositiu de mans lliures que ens permeti conduir sense limitació de moviments i amb normalitat.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,27,27,7821,Que significa aquest senyal?,Paviment en mal estat.,Calçada lliscant.,Paviment lliscant per gel o neu.,2,Calçada lliscant.,present,,images/a31453677d24_193-7821.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7821.jpg
57,28,28,7804,En les porcions de calçada senyalitzades amb fletxes de preselecció de trànsit…,S'ha de circular sempre per les fletxes de la dreta.,Ens hem de detenir abans de prendre una direcció.,No es pot estacionar.,3,No es pot estacionar.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,29,29,7824,Que significa aquest senyal?,Alto al front i al darrere.,Alto al front i via lliure a l'esquerra.,Alto al darrere i a l'esquerra.,1,Alto al front i al darrere.,present,,images/e469694c0f34_193-7824.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7824.jpg
57,30,30,7808,En voler iniciar la marxa sobre una superfície nevada o gelada…,Accelerem a fons per poder arrancar sense problemes.,Accelerem suaument intentant mantenir el màxim d'adherència.,Deixem sempre el fre de mà una mica posat per compensar la falta d'adherència.,2,Accelerem suaument intentant mantenir el màxim d'adherència.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,31,31,7801,Que hem de comprovar abans de fer un canvi de direcció?,Que no es trobi cap vehicle a menys de 500 metres.,Que la velocitat i la distància dels vehicles que s'aproximen en ambdós sentits ho permetin.,Que el vehicle que va al darrera no estigui a menys de 200 metres.,2,Que la velocitat i la distància dels vehicles que s'aproximen en ambdós sentits ho permetin.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,32,32,7793,Que prohibeix el codi en els túnels?,Canviar el sentit de la marxa.,Circular amb els llums curts.,Fer avançaments.,1,Canviar el sentit de la marxa.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,33,33,7807,"Si hem de posar cadenes, a quines rodes les hem de posar?",A les rodes directius per poder girar millor.,A les rodes motrius.,"A les rodes no motrius, per compensar la motricitat del vehicle.",2,A les rodes motrius.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,34,34,7794,"En aquest pas a nivell tancat, quins vehicles estan ben detinguts?",Tots quatre.,El vermell i el groc solament.,"El vermell,el groc i el bau.",3,"El vermell,el groc i el bau.",present,,images/98242739fefc_193-7794.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7794.jpg
57,35,35,7803,"Circulant per una via pública, hem d'advertir els altres usuaris de la nostra intenció de parar-nos?",Solament s'han d'advertir les maniobres de canvi de direcció i la detenció no ho és.,Si.,Solament en les vies de doble direcció i a més de 50 Km/h.,2,Si.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,36,36,7819,Que indica aquest senyal?,Via obligatòria per a vianants.,Via reservada solament a vianants.,Circulació prohibida per a vianants.,3,Circulació prohibida per a vianants.,present,,images/effc2cf7c72e_193-7819.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7819.jpg
57,37,37,7795,Qui ha de cedir el pas en aquest encreuament?,Solament el vehicle blau i el groc per circular per una carretera general.,Solament el groc per seguir en línia recta.,Cap.,3,Cap.,present,,images/5c09eecea8e9_193-7795.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7795.jpg
57,38,38,7825,Que significa aquest senyal?,Perill indeterminat (bus elèctric).,Encreuament de tramvia.,Pas a nivell sense barreres (via electrificada).,2,Encreuament de tramvia.,present,,images/3996c21cb22f_193-7825.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/193-7825.jpg
57,39,39,7798,"En les calçades amb dos carrils per a cada sentit de marxa, per quin circularem?",Indistintament per qualsevol carril.,"Pel carril de la nostra dreta, deixant els centrals per als avançaments.","Pels carrils de la dreta, si circulem a menys de 40 Km/h., sinó pels centrals.",2,"Pel carril de la nostra dreta, deixant els centrals per als avançaments.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
57,40,40,7796,"Si vostè conductor, arriba a una intersecció en la qual veu el senyal d'encreuament normal, a qui haurà de cedir el pas?","A ningú, ja que es tracta d'un encreuament normal.",A tots.,A tots aquells que s'atansen per la meva dreta.,3,A tots aquells que s'atansen per la meva dreta.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,1,1,7853,Quan sabem que el conductor que ens precedeix s'ha assabentat del nostre propòsit d'avançar-lo?,Quan frena.,Quan encén el senyal d'avaria.,Quan s'ajusta a la dreta.,3,Quan s'ajusta a la dreta.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,2,2,7844,Que s'ha de fer quan haguem de circular prop de les voreres en els mercats o en les proximitats de les escoles?,Fer ús insistents dels senyals acústics.,Reduir la velocitat a l'equivalent a la del pas d'un home.,Augmentar la velocitat per tal de donar major fluïdesa al trànsit.,2,Reduir la velocitat a l'equivalent a la del pas d'un home.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,3,3,7837,Podem circular per la part esquerra de la calçada?,Quan estem absolutament segurs que no s'apropa enfront nostre cap vehicle.,Si no ve cap vehicle enfront nostre quan vulguem si la senyalització ho permet i quan sigui necessari per una maniobra.,Mai.,3,Mai.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,4,4,7847,Que entenem per taxa d'alcoholèmia?,La classe d'alcohol que hem ingerit.,La quantitat d'alcohol que hi ha a la sang.,Els litres d'alcohol que podem beure.,2,La quantitat d'alcohol que hi ha a la sang.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,5,5,7830,En quin ordre passen aquests vehicles?,"Groc, vermell i blau.","Vermell, groc i blau.","Blau, groc i vermell.",1,"Groc, vermell i blau.",present,,images/9238bbaf79b0_194-7830.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7830.jpg
58,6,6,7852,Quina es una de les causes més freqüents dels embussos a les ciutats?,Entrar en una intersecció quan la circulació està obstruïda.,No entrar en una intersecció quan la circulació està obstruïda.,Circular en carrers de direcció prohibida.,1,Entrar en una intersecció quan la circulació està obstruïda.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,7,7,7841,Per a quins vehicles és obligatori l'enllumenat de boira?,No és obligatori per als turismes.,Solament és obligatori el posterior per als turismes.,Per a cap.,3,Per a cap.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,8,8,7858,Quins vehicles porten aquest senyal?,Els vehicles lents.,Els que excedeixen de pesos o dimensions.,Es un senyal que indica provisionalment obres o obstacles a la calçada.,1,Els vehicles lents.,present,,images/57784b8445ff_194-7858.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7858.jpg
58,9,9,7866,Que indica aquest agent?,Parar els vehicles que s'atansen pel seu darrere.,Parar els vehicles que s'atansen pel seu davant.,Parar tocant la vora.,3,Parar tocant la vora.,present,,images/aa1ca5b4ff57_194-7866.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7866.jpg
58,10,10,7832,Que és un canvi de rasant?,Es un pont elevat que es construeix a les autovies.,Es un tipus de canvi de marxes dels vehicles.,"Es el punt d'intersecció de dos trossos de carretera de diferent inclinació, el primer dels quals és en sentit ascendent segons el nostre sentit de la marxa.",3,"Es el punt d'intersecció de dos trossos de carretera de diferent inclinació, el primer dels quals és en sentit ascendent segons el nostre sentit de la marxa.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,11,11,7857,Que mana aquest agent?,Possibilitat de girar cap a l'esquerra.,"Aturar-se els vehicles que s'apropen per darrere, vers l'agent de circulació.",Aturar-se els vehicles que s'apropen per la dreta de l'agent de circulació.,2,"Aturar-se els vehicles que s'apropen per darrere, vers l'agent de circulació.",present,,images/dbc796311b09_194-7857.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7857.jpg
58,12,12,7843,Quin turisme circula be per aquesta plaça?,El turisme blau.,Tots circulen bé.,El turisme vermell.,3,El turisme vermell.,present,,images/f765983b3085_194-7843.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7843.jpg
58,13,13,7864,Que indica aquest senyal?,Avançament autoritzat per a camions.,Perill indeterminat.,Fi de prohibició d'avançament per a camions.,3,Fi de prohibició d'avançament per a camions.,present,,images/6f6bcc2de112_194-7864.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7864.jpg
58,14,14,7856,Que indica aquest senyal?,Entrada a població.,Direcció d'interès general.,Informació d'àmbit comunal.,1,Entrada a població.,present,,images/ac59765ade59_194-7856.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7856.jpg
58,15,15,7839,"Si circulant de nit, s'aproximès un vehicle en sentit contrari amb l'enllumenat de carretera encès i no el canviès pel d'encreuament, que hem de fer?","Encendre l'enllumenat de carretera i el de boira, per poder- hi veure suficientment.",Parar immediatament a la calçada i connectar l'enllumenat de posició.,"Moderar la velocitat i arrambar-nos a la vora dreta de la calçada, arribant a detenir-nos si no tinguéssim la visibilitat suficient.",3,"Moderar la velocitat i arrambar-nos a la vora dreta de la calçada, arribant a detenir-nos si no tinguéssim la visibilitat suficient.",present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,16,16,7867,Que indica aquest senyal?,Calçada lliscant.,Perill imminent indefinit.,Perill per obstrucció de la calçada per vehicle motoritzat.,3,Perill per obstrucció de la calçada per vehicle motoritzat.,present,,images/c5fd8ca1ae3f_194-7867.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7867.jpg
58,17,17,7845,"A l'autopista, el temps de reacció sol ser…","Més curt, ja que la velocitat és més alta.",Igual que en tota altra carretera.,Més llarg.,3,Més llarg.,present,,images/afce47264e32_no-image.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/no-image.jpg
58,18,18,7861,Que mana un llum groc fix a la calçada?,Permès el pas (excepte per raons d'afluència de circulació).,Precaució.,Detenció (llevat que no es pugui fer en condicions de seguretat en encendre's).,3,Detenció (llevat que no es pugui fer en condicions de seguretat en encendre's).,present,,images/4db916f30ed6_194-7861.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7861.jpg
58,19,19,7868,Aquest senyal significa?,Que ens aproximem a un túnel on el pas està tallat.,Indica la fi d'un túnel.,Fi d'obligació d'enllumenat d'encreuament.,2,Indica la fi d'un túnel.,present,,images/7bd32b64de44_194-7868.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7868.jpg
58,20,20,7833,"Si el vehicle que se'ns atansa en sentit contrari porta en una part visible una placa groga de 20 cm. de costat, que ens indica?",Que porta remolc.,Que ultrapassa el pes màximes o les dimensions.,Que es tracta d'un vehicle d'urgència.,2,Que ultrapassa el pes màximes o les dimensions.,present,,images/1838fc2b8e28_194-7833.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7833.jpg
58,21,21,7860,Que prohibeix aquest senyal?,"Aquest senyal no prohibeix res, no es de prohibició.",A girar a l'esquerra.,A avançar a tot tipus de vehicle.,2,A girar a l'esquerra.,present,,images/0689c345e154_194-7860.jpg,https://www.autoescolaolimpica.com/img/imatges_questionari/194-7860.jpg
